gene_name	A1	A2	A3	A4	A5	A6	A8	A9	A10	A12	A13	A14	A17	A19	A20	A23	B1	B2	B3	B4	B5	B6	B7	B9	B10	B12	B13	B14	B16	B17	B19	B21	B22	B23	B24	C1	C2	C3	C4	C5	C6	C7	C9	C11	C12	C15	C16	C17	C18	C19	C20	C21	C24	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	D13	D14	D16	D17	D18	D19	D20	D21	D22	D23	D24	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E16	E17	E18	E19	E20	E21	E22	E23	E24	F1	F2	F4	F5	F6	F7	F8	F10	F11	F12	F13	F15	F16	F17	F18	F19	F20	F22	F23	F24	G1	G2	G3	G4	G5	G6	G7	G8	G9	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	H1	H2	H3	H5	H6	H7	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	H22	H23	H24	J2	L11	P6
CAPRIN1	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	3	1	2	5	0	2	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	1	1	0	0	1	0	2	4	0	0	5	3	6	1	1	1	0	1	0	0	0	0	4	1	0	3	0	0	0	0	0	2	0	0	3	0	0	4	0	3	0	0	0	2	2	3	0	1	0	0	0	1	1	0	0	1	0	2	0	0	1	0	0	3	0	0	1	1	1	1	0	2	0	0	1	1	0	0	0	3	0	3	0	0	0	2	0	0	1	1	1	0	2	2	2	0	0	0	0	0	1	0	0	1	1	1	0	2	3	0	0	0	0	1	2	2	0	0	1	1	1	0	0	0	0	0
ATP5G2	0	0	5	1	1	1	0	0	0	2	2	4	2	4	0	5	3	2	2	1	3	0	0	0	2	9	6	0	2	3	0	5	2	1	3	0	2	1	2	0	0	1	7	0	0	2	0	4	4	2	0	1	8	3	2	9	3	0	1	2	0	2	7	4	3	7	6	4	2	0	3	2	2	1	1	4	1	10	2	2	4	9	3	3	2	5	5	5	7	1	9	0	10	2	3	7	0	0	3	5	2	3	3	2	3	2	2	3	1	3	3	0	2	1	9	2	1	2	7	3	7	0	3	6	1	1	4	8	2	1	4	7	2	3	0	3	9	5	8	10	3	8	7	0	3	2	6	5	3	10	5	5	1	1	1	1	3	1	1	4	5	1	8	0	0	0	0
DNAJC14	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CD63	1	0	0	1	0	1	0	0	0	1	2	6	2	1	0	1	2	2	1	3	3	0	0	0	2	3	1	1	0	1	0	2	0	0	0	0	0	0	1	0	0	3	1	0	0	1	0	1	0	2	0	4	3	2	2	4	2	1	0	0	2	0	0	1	2	1	3	3	0	0	1	1	3	1	4	2	0	0	5	2	0	2	1	3	5	4	3	1	3	0	3	0	3	4	3	3	0	1	1	1	0	2	1	0	5	1	3	1	7	2	4	1	2	0	0	0	0	3	1	0	2	0	2	0	2	0	2	1	0	6	0	4	2	1	0	4	2	1	0	3	0	1	3	1	8	3	0	2	1	5	4	0	3	1	3	0	1	2	0	3	1	4	3	1	0	0	0
GDF11	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	2	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	2	1	2	2	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0
GLS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TESPA1	0	3	3	0	0	3	0	2	0	7	4	15	1	9	0	7	10	8	2	3	5	0	0	0	3	2	4	5	0	1	3	5	3	0	6	3	1	0	2	3	0	6	3	2	3	8	4	0	7	1	0	1	5	8	5	2	10	1	3	0	2	8	5	2	2	1	5	2	0	0	7	6	2	0	0	5	0	1	7	6	3	2	8	2	2	10	3	3	1	2	10	0	6	1	2	6	2	0	1	6	4	3	1	7	8	6	8	4	12	5	10	0	7	0	2	1	0	1	0	6	3	3	0	1	8	3	4	7	4	3	6	13	3	5	5	6	9	0	4	7	2	0	3	8	11	4	6	3	18	6	7	1	4	1	10	0	7	8	3	8	3	4	18	0	0	0	0
RDH5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
CDK4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	2	2	0	3	0	0	1	0	3	0	2	0	0	0	0	0	1	0	1	1	5	0	1	4	0	1	0	1	0	0	0	0	0	0	0	3	1	0	1	0	1	1	1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	3	2	0	2	0	0	0	0	1	1	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TROAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN31	1	0	1	2	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	1	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	1	1	0	0	2	0	5	0	1	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	1	1	0	0	0	0	0	0	1	4	0	0	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
B4GALNT1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFCP2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	2	1	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COQ10A	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
FAIM2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PAN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ESPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ZC3H10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1	3	0	2	1	4	10	1	1	0	1	8	15	5	8	0	14	3	3	2	0	4	1	1	5	6	3	5	1	2	2	2	3	2	0	5	2	3	1	1	2	0	13	17	4	2	6	2	2	9	0	0	2	3	6	7	6	4	0	3	4	5	8	3	10	0	4	9	4	5	3	8	3	6	0	2	6	2	5	6	5	9	2	4	7	6	8	1	8	1	8	11	2	17	2	5	6	1	3	7	10	2	5	15	1	10	8	2	5	13	4	15	1	4	4	4	5	2	3	3	8	5	0	9	2	3	2	13	5	2	13	5	9	6	5	6	8	3	2	2	10	4	1	5	4	5	5	5	5	6	1	2	7	5	2	2	2	5	3	5	4	10	4	6	1	0	0	0
ACVR1B	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OS9	1	1	0	4	1	1	0	2	0	0	4	0	1	2	0	2	2	2	2	1	2	0	1	4	2	2	1	0	0	0	1	4	3	0	1	4	0	2	0	2	0	1	3	0	1	7	1	0	0	3	1	2	0	0	3	0	1	1	3	0	2	0	3	1	0	3	3	1	1	0	1	3	2	0	0	0	0	2	3	0	2	2	0	2	4	2	3	1	0	1	6	2	4	2	0	2	0	0	1	2	0	2	1	1	2	0	0	1	2	1	0	0	3	0	3	1	2	0	4	1	2	1	1	3	1	2	8	1	3	6	1	3	0	2	2	3	1	0	1	1	2	1	0	2	6	0	1	1	2	3	2	2	1	2	2	2	1	0	2	4	1	2	1	0	0	0	0
KCNH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD164	1	1	2	0	1	2	4	1	0	2	4	10	4	3	2	4	6	2	6	2	6	5	0	1	4	1	3	3	0	4	2	4	1	3	3	1	2	5	4	2	0	7	3	1	5	2	3	2	3	2	0	3	1	5	7	6	2	0	3	3	0	2	4	2	2	4	2	1	1	4	2	3	3	2	4	1	0	3	6	3	3	0	1	2	5	11	7	3	1	5	1	3	5	4	7	2	3	5	4	6	0	7	3	4	7	4	7	5	2	0	6	1	7	0	4	1	0	1	3	1	6	1	4	1	1	2	11	3	4	8	6	6	9	16	3	6	4	3	3	7	4	1	1	4	3	5	5	8	6	13	12	5	3	1	5	3	4	2	1	3	6	8	2	0	0	0	0
AFG1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AHI1	1	1	0	4	3	7	0	5	0	1	3	9	3	8	1	6	0	6	6	6	8	2	0	9	5	10	11	3	1	1	3	1	0	1	16	9	0	7	1	5	0	3	5	2	1	5	2	0	7	1	0	10	15	7	0	4	2	0	6	2	3	5	22.1	3	2	5	3	3	0	2	3	4	1	0	2	5	0	4	0	2	5	4	3	1	8	9	10	7	3	2	21.1	1	10	11	7	8	2	1	2	0	2	6	12	5	2	3	0	20	0	11	11	2	4	3	7	0	2	4	3	0	3	3	4	4	1	3	5	21.1	15	10	5	3	7	2	8	2	5	1	3	23.1	9	2	4	4	3	11	1	1	3	4	3	14	8	6	7	1	7	6	9	6	14	1	4	2	0	1	0
HEY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PKIB	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPS1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	1	0	0	2	0	1	1	1	0	1	1	0	0	0	0	0	2	2	0	2	0	0	1	0	1	0	1	1	0	0	0	1	1	2	0	0	0	0	2	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	2	0	2	0	1	0	1	1	0	0	0	0	0	0	1	0	2	2	0	1	1	0	1	0	0	0	1	0	0	1	0	2	3	0	1	0	2	1	2	1	0	2	0	0	0	3	1	0	1	1	0	0	2	1	1	0	2	0	3	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
STX11	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	3	0	0	5	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRADC1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA4F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CCT7	0	1	1	1	0	1	0	1	0	1	1	5	0	2	0	2	0	1	0	0	5	0	0	0	0	1	0	1	0	2	0	9	0	1	2	0	0	1	0	0	0	3	4	1	1	0	1	3	0	0	0	0	1	1	3	5	1	0	2	0	0	0	2	2	1	1	11	0	4	0	2	3	4	0	0	1	0	0	3	8	2	0	2	0	4	3	0	2	1	3	2	0	6	1	3	0	0	0	2	0	0	0	3	2	2	0	3	1	3	0	2	0	1	0	1	0	0	1	0	1	1	0	4	0	3	0	0	3	1	3	2	1	0	7	1	4	0	1	0	2	4	2	1	2	6	1	1	1	4	3	0	1	1	0	0	2	1	3	1	1	2	0	0	0	0	0	0
RAB11FIP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
